KO	FunkFam	CS	Pathway	Description	KODescription	KOCount	FunkFamCount
K02096	5_45588	High	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	256
K02096	5_45588	High	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	256
K02097	5_45588	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	256
K02097	5_45588	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	256
K02284	5_45588	Low	map00196	Photosynthesis - antenna proteins	cpcA; phycocyanin alpha chain	343	256
K02284	5_45588	Low	map01100	Metabolic pathways	cpcA; phycocyanin alpha chain	343	256
K02286	5_45588	High	map00196	Photosynthesis - antenna proteins	cpcC; phycocyanin-associated rod linker protein	337	256
K02286	5_45588	High	map01100	Metabolic pathways	cpcC; phycocyanin-associated rod linker protein	337	256
K02288	5_45588	Low	map00196	Photosynthesis - antenna proteins	cpcE; phycocyanobilin lyase subunit alpha [EC:4.4.1.32]	301	256
K02288	5_45588	Low	map01100	Metabolic pathways	cpcE; phycocyanobilin lyase subunit alpha [EC:4.4.1.32]	301	256
K02289	5_45588	High	map00196	Photosynthesis - antenna proteins	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	256
K02289	5_45588	High	map01100	Metabolic pathways	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	256
K02290	5_45588	High	map00196	Photosynthesis - antenna proteins	cpcG; phycobilisome rod-core linker protein	332	256
K02290	5_45588	High	map01100	Metabolic pathways	cpcG; phycobilisome rod-core linker protein	332	256
K02628	5_45588	Low	map00196	Photosynthesis - antenna proteins	pecA; phycoerythrocyanin alpha chain	332	256
K02628	5_45588	Low	map01100	Metabolic pathways	pecA; phycoerythrocyanin alpha chain	332	256
K02629	5_45588	Low	map00196	Photosynthesis - antenna proteins	pecB; phycoerythrocyanin beta chain	321	256
K02629	5_45588	Low	map01100	Metabolic pathways	pecB; phycoerythrocyanin beta chain	321	256
K02630	5_45588	High	map00196	Photosynthesis - antenna proteins	pecC; phycoerythrocyanin-associated rod linker protein	309	256
K02630	5_45588	High	map01100	Metabolic pathways	pecC; phycoerythrocyanin-associated rod linker protein	309	256
K02691	5_45588	Low	map00195	Photosynthesis	psaC; photosystem I subunit VII	390	256
K02691	5_45588	Low	map01100	Metabolic pathways	psaC; photosystem I subunit VII	390	256
K02692	5_45588	Low	map00195	Photosynthesis	psaD; photosystem I subunit II	401	256
K02692	5_45588	Low	map01100	Metabolic pathways	psaD; photosystem I subunit II	401	256
K02707	5_45588	Low	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	256
K02707	5_45588	Low	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	256
K02716	5_45588	Low	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	256
K02719	5_45588	Low	map00195	Photosynthesis	psbU; photosystem II PsbU protein	337	256
K02720	5_45588	High	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	256
K05378	5_45588	High	map00196	Photosynthesis - antenna proteins	cpeC, mpeC; phycoerythrin-associated linker protein	344	256
K05378	5_45588	High	map01100	Metabolic pathways	cpeC, mpeC; phycoerythrin-associated linker protein	344	256
K08903	5_45588	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	256
K02284	5_46550	High	map00196	Photosynthesis - antenna proteins	cpcA; phycocyanin alpha chain	343	118
K02284	5_46550	High	map01100	Metabolic pathways	cpcA; phycocyanin alpha chain	343	118
K02628	5_46550	Low	map00196	Photosynthesis - antenna proteins	pecA; phycoerythrocyanin alpha chain	332	118
K02628	5_46550	Low	map01100	Metabolic pathways	pecA; phycoerythrocyanin alpha chain	332	118
K02704	5_46550	Low	map00195	Photosynthesis	psbB; photosystem II CP47 chlorophyll apoprotein	399	118
K02704	5_46550	Low	map01100	Metabolic pathways	psbB; photosystem II CP47 chlorophyll apoprotein	399	118
K05369	5_46550	High	map00860	Porphyrin and chlorophyll metabolism	pebA; 15,16-dihydrobiliverdin:ferredoxin oxidoreductase [EC:1.3.7.2]	208	118
K05369	5_46550	High	map01110	Biosynthesis of secondary metabolites	pebA; 15,16-dihydrobiliverdin:ferredoxin oxidoreductase [EC:1.3.7.2]	208	118
K05370	5_46550	High	map00860	Porphyrin and chlorophyll metabolism	pebB; phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]	220	118
K05370	5_46550	High	map01110	Biosynthesis of secondary metabolites	pebB; phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]	220	118
K05376	5_46550	High	map00196	Photosynthesis - antenna proteins	cpeA, mpeA; phycoerythrin alpha chain	170	118
K05376	5_46550	High	map01100	Metabolic pathways	cpeA, mpeA; phycoerythrin alpha chain	170	118
K05377	5_46550	High	map00196	Photosynthesis - antenna proteins	cpeB, mpeB; phycoerythrin beta chain	208	118
K05377	5_46550	High	map01100	Metabolic pathways	cpeB, mpeB; phycoerythrin beta chain	208	118
K05381	5_46550	Very high	map00196	Photosynthesis - antenna proteins	cpeR; phycoerythrin-associated linker protein	134	118
K05381	5_46550	Very high	map01100	Metabolic pathways	cpeR; phycoerythrin-associated linker protein	134	118
K05384	5_46550	High	map00196	Photosynthesis - antenna proteins	cpeU, mpeU; bilin biosynthesis protein	154	118
K05384	5_46550	High	map01100	Metabolic pathways	cpeU, mpeU; bilin biosynthesis protein	154	118
K05385	5_46550	High	map00196	Photosynthesis - antenna proteins	cpeY; bilin biosynthesis protein	160	118
K05385	5_46550	High	map01100	Metabolic pathways	cpeY; bilin biosynthesis protein	160	118
K05386	5_46550	High	map00196	Photosynthesis - antenna proteins	cpeZ; bilin biosynthesis protein	156	118
K05386	5_46550	High	map01100	Metabolic pathways	cpeZ; bilin biosynthesis protein	156	118
K02092	5_47133	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	197
K02092	5_47133	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	197
K02093	5_47133	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	197
K02093	5_47133	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	197
K02094	5_47133	High	map00196	Photosynthesis - antenna proteins	apcC; phycobilisome core linker protein	322	197
K02094	5_47133	High	map01100	Metabolic pathways	apcC; phycobilisome core linker protein	322	197
K02095	5_47133	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	197
K02095	5_47133	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	197
K02097	5_47133	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	197
K02097	5_47133	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	197
K02284	5_47133	Low	map00196	Photosynthesis - antenna proteins	cpcA; phycocyanin alpha chain	343	197
K02284	5_47133	Low	map01100	Metabolic pathways	cpcA; phycocyanin alpha chain	343	197
K02289	5_47133	Low	map00196	Photosynthesis - antenna proteins	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	197
K02289	5_47133	Low	map01100	Metabolic pathways	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	197
K02290	5_47133	High	map00196	Photosynthesis - antenna proteins	cpcG; phycobilisome rod-core linker protein	332	197
K02290	5_47133	High	map01100	Metabolic pathways	cpcG; phycobilisome rod-core linker protein	332	197
K02629	5_47133	High	map00196	Photosynthesis - antenna proteins	pecB; phycoerythrocyanin beta chain	321	197
K02629	5_47133	High	map01100	Metabolic pathways	pecB; phycoerythrocyanin beta chain	321	197
K02630	5_47133	High	map00196	Photosynthesis - antenna proteins	pecC; phycoerythrocyanin-associated rod linker protein	309	197
K02630	5_47133	High	map01100	Metabolic pathways	pecC; phycoerythrocyanin-associated rod linker protein	309	197
K08902	5_47133	High	map00195	Photosynthesis	psb27; photosystem II Psb27 protein	395	197
K02285	5_48264	Low	map00196	Photosynthesis - antenna proteins	cpcB; phycocyanin beta chain	391	107
K02285	5_48264	Low	map01100	Metabolic pathways	cpcB; phycocyanin beta chain	391	107
K12541	5_48268	Low	map02010	ABC transporters	lapB; ATP-binding cassette, subfamily C, bacterial LapB	4020	1145
K16256	5_48428	Very high	map00680	Methane metabolism	mxaA; mxaA protein	375	312
K16256	5_48428	Very high	map01120	Microbial metabolism in diverse environments	mxaA; mxaA protein	375	312
K16257	5_48428	Very high	map00680	Methane metabolism	mxaC; mxaC protein	390	312
K16257	5_48428	Very high	map01120	Microbial metabolism in diverse environments	mxaC; mxaC protein	390	312
K16258	5_48428	High	map00680	Methane metabolism	mxaK; mxaK protein	374	312
K16258	5_48428	High	map01120	Microbial metabolism in diverse environments	mxaK; mxaK protein	374	312
K16259	5_48428	High	map00680	Methane metabolism	mxaL; mxaL protein	390	312
K16259	5_48428	High	map01120	Microbial metabolism in diverse environments	mxaL; mxaL protein	390	312
K02093	5_48958	Low	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	270
K02093	5_48958	Low	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	270
K02097	5_48958	Low	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	270
K02097	5_48958	Low	map01100	Metabolic pathways	apcF; phycobilisome core component	334	270
K02287	5_48958	Low	map00196	Photosynthesis - antenna proteins	cpcD; phycocyanin-associated, rod	251	270
K02287	5_48958	Low	map01100	Metabolic pathways	cpcD; phycocyanin-associated, rod	251	270
K02092	5_49235	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	264
K02092	5_49235	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	264
K02093	5_49235	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	264
K02093	5_49235	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	264
K02095	5_49235	Low	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	264
K02095	5_49235	Low	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	264
K02096	5_49235	Low	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	264
K02096	5_49235	Low	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	264
K02097	5_49235	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	264
K02097	5_49235	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	264
K08904	5_49235	High	map00195	Photosynthesis	psb28-2; photosystem II Psb28-2 protein	163	264
K11524	5_49235	Low	map02020	Two-component system	pixI; positive phototaxis protein PixI	209	264
K11526	5_49235	High	map02020	Two-component system	pixL; two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL	217	264
K02092	5_49860	Low	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	376
K02092	5_49860	Low	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	376
K02093	5_49860	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	376
K02093	5_49860	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	376
K02097	5_49860	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	376
K02097	5_49860	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	376
K02285	5_49860	High	map00196	Photosynthesis - antenna proteins	cpcB; phycocyanin beta chain	391	376
K02285	5_49860	High	map01100	Metabolic pathways	cpcB; phycocyanin beta chain	391	376
K02288	5_49860	High	map00196	Photosynthesis - antenna proteins	cpcE; phycocyanobilin lyase subunit alpha [EC:4.4.1.32]	301	376
K02288	5_49860	High	map01100	Metabolic pathways	cpcE; phycocyanobilin lyase subunit alpha [EC:4.4.1.32]	301	376
K02629	5_49860	Low	map00196	Photosynthesis - antenna proteins	pecB; phycoerythrocyanin beta chain	321	376
K02629	5_49860	Low	map01100	Metabolic pathways	pecB; phycoerythrocyanin beta chain	321	376
K02631	5_49860	Low	map00196	Photosynthesis - antenna proteins	pecE; phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecE [EC:4.4.1.31]	292	376
K02631	5_49860	Low	map01100	Metabolic pathways	pecE; phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecE [EC:4.4.1.31]	292	376
K02691	5_49860	High	map00195	Photosynthesis	psaC; photosystem I subunit VII	390	376
K02691	5_49860	High	map01100	Metabolic pathways	psaC; photosystem I subunit VII	390	376
K02692	5_49860	Low	map00195	Photosynthesis	psaD; photosystem I subunit II	401	376
K02692	5_49860	Low	map01100	Metabolic pathways	psaD; photosystem I subunit II	401	376
K02693	5_49860	High	map00195	Photosynthesis	psaE; photosystem I subunit IV	390	376
K02693	5_49860	High	map01100	Metabolic pathways	psaE; photosystem I subunit IV	390	376
K02694	5_49860	High	map00195	Photosynthesis	psaF; photosystem I subunit III	391	376
K02694	5_49860	High	map01100	Metabolic pathways	psaF; photosystem I subunit III	391	376
K02697	5_49860	High	map00195	Photosynthesis	psaJ; photosystem I subunit IX	348	376
K02698	5_49860	Low	map00195	Photosynthesis	psaK; photosystem I subunit X	402	376
K02699	5_49860	High	map00195	Photosynthesis	psaL; photosystem I subunit XI	400	376
K02706	5_49860	High	map00195	Photosynthesis	psbD; photosystem II P680 reaction center D2 protein [EC:1.10.3.9]	341	376
K02706	5_49860	High	map01100	Metabolic pathways	psbD; photosystem II P680 reaction center D2 protein [EC:1.10.3.9]	341	376
K02707	5_49860	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	376
K02707	5_49860	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	376
K02708	5_49860	High	map00195	Photosynthesis	psbF; photosystem II cytochrome b559 subunit beta	361	376
K02708	5_49860	High	map01100	Metabolic pathways	psbF; photosystem II cytochrome b559 subunit beta	361	376
K02709	5_49860	Low	map00195	Photosynthesis	psbH; photosystem II PsbH protein	389	376
K02711	5_49860	High	map00195	Photosynthesis	psbJ; photosystem II PsbJ protein	265	376
K02713	5_49860	High	map00195	Photosynthesis	psbL; photosystem II PsbL protein	216	376
K02716	5_49860	High	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	376
K02724	5_49860	High	map00195	Photosynthesis	psbZ; photosystem II PsbZ protein	376	376
K05382	5_49860	High	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	376
K05382	5_49860	High	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	376
K05583	5_49860	Low	map00190	Oxidative phosphorylation	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	376
K05583	5_49860	Low	map01100	Metabolic pathways	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	376
K05585	5_49860	High	map00190	Oxidative phosphorylation	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	376
K05585	5_49860	High	map01100	Metabolic pathways	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	376
K08903	5_49860	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	376
K02092	5_50055	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	225
K02092	5_50055	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	225
K02093	5_50055	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	225
K02093	5_50055	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	225
K02095	5_50055	Low	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	225
K02095	5_50055	Low	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	225
K02097	5_50055	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	225
K02097	5_50055	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	225
K02720	5_50055	High	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	225
K02092	5_50190	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	261
K02092	5_50190	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	261
K02093	5_50190	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	261
K02093	5_50190	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	261
K02095	5_50190	Low	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	261
K02095	5_50190	Low	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	261
K02096	5_50190	Low	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	261
K02096	5_50190	Low	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	261
K02097	5_50190	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	261
